id	P1	P1r	P1n	P1nh	P2	P6	P33	P36	P45	P46	P52	P53	P54	P55
ESPNL	1	3	4	0	1	2	1	0	1	1	0	0	0	0
KLHL30	0	4	4	3	2	2	2	0	2	0	4	1	3	1
ERFE	0	76	3	0	0	0	2	0	0	0	0	0	0	0
ILKAP	127	469	358	229	60	211	268	28	274	96	165	78	153	187
LOC151174	9	22	20	24	3	4	7	0	1	1	1	2	9	2
LOC151174	9	22	20	24	3	4	7	0	1	1	1	2	9	2
LOC643387	0	0	4	1	0	0	1	0	0	0	0	0	0	1
HES6	26	171	53	43	9	36	5	0	6	4	14	11	8	3
HES6	26	171	53	43	9	36	5	0	6	4	14	11	8	3
HES6	26	171	53	43	9	36	5	0	6	4	14	11	8	3
PER2	40	151	70	67	18	132	148	10	36	53	38	26	29	40
TRAF3IP1	33	119	60	34	19	16	19	2	9	5	16	5	10	8
TRAF3IP1	33	119	60	34	19	16	19	2	9	5	16	5	10	8
ASB1	85	293	225	147	40	46	18	0	5	2	17	7	1	13
LINC01107	0	1	0	2	1	0	0	0	0	0	0	1	0	1
TWIST2	1	8	5	1	0	0	0	0	0	0	1	1	0	1
TWIST2	1	15	7	1	0	0	0	0	0	0	2	2	0	1
FLJ43879	0	0	0	0	0	0	2	0	0	0	0	1	1	0
HDAC4	891	2759	2217	1701	531	1025	1099	120	662	423	755	468	722	910
MIR4440	1	2	1	3	0	0	0	0	0	0	1	2	6	3
MIR4441	1	1	2	1	0	0	0	0	0	0	1	1	0	3
MGC16025	3	20	15	14	3	18	5	2	6	5	10	3	7	9
MIR4269	1	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR2467	0	2	1	0	0	0	0	0	0	0	0	0	2	0
LOC101928111	461	1155	759	705	191	77	94	19	32	22	36	5	9	6
LOC101928111	408	968	673	591	179	67	64	10	13	15	22	3	8	5
LOC101928111	408	968	672	585	179	67	64	10	13	15	22	3	8	5
LOC150935	0	0	1	1	1	0	0	0	0	0	0	1	0	0
NDUFA10	226	708	512	353	100	137	113	10	108	50	95	71	96	97
MIR4786	0	1	2	0	0	0	0	0	0	0	1	2	1	4
NDUFA10	118	394	291	194	41	89	75	6	82	39	64	48	70	69
NDUFA10	118	394	291	194	41	89	75	6	82	39	64	48	70	69
NDUFA10	118	394	291	194	41	89	75	6	82	39	64	48	70	69
NDUFA10	118	394	291	194	41	89	75	6	82	39	64	48	70	69
NDUFA10	118	394	291	194	41	89	75	6	82	39	64	48	70	69
NDUFA10	106	331	222	157	33	64	64	3	78	38	59	32	64	60
OR6B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COPS9	82	308	162	122	33	22	26	4	12	3	11	7	12	7
COPS9	72	257	137	92	28	9	23	2	6	3	10	6	6	6
OTOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC1	1	195	3	3	0	6	5	0	0	1	0	1	1	0
PP14571	0	10	1	1	0	5	7	0	1	1	3	1	0	0
MIR149	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ANKMY1	94	297	213	161	45	131	52	3	33	22	46	23	49	27
ANKMY1	94	297	213	161	45	131	52	3	33	22	46	23	49	27
ANKMY1	94	297	213	161	45	131	52	3	33	22	46	23	49	27
ANKMY1	94	297	213	161	45	131	52	3	33	22	46	23	49	27
ANKMY1	94	297	213	161	45	131	52	3	33	22	46	23	49	27
ANKMY1	349	1059	665	560	146	208	239	15	99	54	83	34	53	45
DUSP28	193	519	337	281	122	52	106	3	40	25	29	23	21	43
RNPEPL1	90	222	238	181	38	89	98	7	20	14	18	2	0	2
CAPN10-AS1	92	213	101	97	38	15	41	2	16	14	27	15	8	41
CAPN10	68	177	109	85	29	27	33	1	7	3	3	8	3	16
CAPN10	68	177	109	85	29	27	33	1	7	3	3	8	3	16
GPR35	34	95	76	61	33	51	145	7	34	28	15	13	32	24
GPR35	34	95	76	61	33	51	145	7	34	28	15	13	32	24
GPR35	19	55	41	36	21	36	135	6	31	23	7	10	3	11
AQP12B	1	2	1	0	0	0	0	0	0	0	0	0	1	0
AQP12A	0	0	2	1	0	0	1	0	0	0	0	0	0	0
KIF1A	3	642	2	2	0	0	1	0	0	0	3	4	2	1
KIF1A	3	893	3	2	1	1	3	0	0	1	4	4	3	1
KIF1A	3	893	3	2	1	1	3	0	0	1	4	4	3	1
AGXT	0	0	0	2	0	0	0	0	0	0	0	0	0	0
C2orf54	0	1	0	1	0	0	0	0	0	0	0	0	1	0
C2orf54	0	1	0	1	0	0	0	0	0	0	0	0	1	0
C2orf54	0	1	0	1	0	0	0	0	0	0	0	0	1	0
LOC200772	6	17	24	16	4	12	2	0	2	5	0	0	0	0
SNED1	51	168	105	69	9	70	55	4	30	13	56	37	40	28
MTERF4	85	302	198	167	50	49	47	6	26	12	31	12	3	28
MTERF4	85	302	198	167	50	49	47	6	26	12	31	12	3	28
MTERF4	85	302	198	167	50	49	47	6	26	12	31	12	3	28
MTERF4	65	236	134	123	28	24	37	5	17	10	13	5	1	10
PASK	55	201	93	40	24	53	65	7	20	17	29	10	9	5
PASK	55	201	93	40	24	53	65	7	20	17	29	10	9	5
PASK	55	201	93	40	24	53	65	7	20	17	29	10	9	5
PASK	57	203	95	40	24	55	69	7	20	17	29	10	9	5
PASK	27	139	58	27	12	33	21	0	7	5	17	5	8	3
PPP1R7	179	381	292	198	72	30	23	3	24	14	20	23	29	18
PPP1R7	204	449	362	247	89	50	24	4	29	15	29	25	31	22
PPP1R7	204	449	362	247	89	50	24	4	29	15	29	25	31	22
PPP1R7	179	378	291	198	71	30	23	3	24	14	20	23	29	18
PPP1R7	179	378	291	198	71	30	23	3	24	14	20	23	29	18
PPP1R7	204	446	361	247	88	50	24	4	29	15	29	25	31	22
PPP1R7	204	446	361	247	88	50	24	4	29	15	29	25	31	22
ANO7	0	0	1	4	1	3	0	0	0	1	0	2	2	1
ANO7	2	43	6	5	2	4	0	0	0	1	0	2	2	2
HDLBP	103	455	268	219	54	109	51	6	56	17	46	37	59	63
HDLBP	111	501	293	240	62	120	57	8	61	26	54	40	67	65
HDLBP	111	501	293	240	62	120	57	8	61	26	54	40	67	65
HDLBP	111	501	293	240	62	120	57	8	61	26	54	40	67	65
HDLBP	239	989	658	497	117	192	127	20	93	57	106	64	92	99
HDLBP	259	1039	692	524	133	196	137	22	95	67	106	66	97	102
SEPT2	309	887	552	442	129	135	255	22	149	101	100	48	73	64
SEPT2	309	887	552	442	129	135	255	22	149	101	100	48	73	64
SEPT2	236	702	462	371	101	130	239	21	143	100	99	46	67	63
SEPT2	236	702	462	371	101	130	239	21	143	100	99	46	67	63
SEPT2	236	702	462	371	101	130	239	21	143	100	99	46	67	63
SEPT2	236	702	462	371	101	130	239	21	143	100	99	46	67	63
SEPT2	236	702	462	371	101	130	239	21	143	100	99	46	67	63
SEPT2	236	702	462	371	101	130	239	21	143	100	99	46	67	63
SEPT2	236	702	462	371	101	130	239	21	143	100	99	46	67	63
SEPT2	236	702	462	371	101	130	239	21	143	100	99	46	67	63
SEPT2	236	702	462	371	101	130	239	21	143	100	99	46	67	63
SEPT2	113	416	293	222	53	107	129	15	91	43	81	33	37	39
SEPT2	113	416	293	222	53	107	129	15	91	43	81	33	37	39
FARP2	92	376	187	127	42	87	108	8	54	48	68	47	88	74
FARP2	92	376	187	127	42	87	108	8	54	48	68	47	88	74
FARP2	100	404	207	146	48	95	108	8	55	48	74	48	90	77
MIR3133	0	0	0	2	0	0	0	0	0	0	0	0	0	0
STK25	23	130	49	45	5	39	7	2	4	4	11	3	2	4
STK25	44	195	87	95	8	41	10	2	4	6	11	3	2	4
STK25	44	195	87	95	8	41	10	2	4	6	11	3	2	4
STK25	44	195	87	95	8	41	10	2	4	6	11	3	2	4
STK25	44	195	87	95	8	41	10	2	4	6	11	3	2	4
STK25	44	195	87	95	8	41	10	2	4	6	11	3	2	4
STK25	44	195	87	95	8	41	10	2	4	6	11	3	2	4
STK25	44	195	87	95	8	41	10	2	4	6	11	3	2	4
STK25	44	195	88	95	9	41	12	2	4	6	11	3	2	4
BOK-AS1	1	10	3	4	0	1	0	0	1	0	2	2	1	1
BOK	10	35	8	4	1	1	0	0	0	1	0	0	0	0
THAP4	32	162	79	42	13	33	30	2	25	16	10	7	24	12
THAP4	93	364	204	155	41	80	93	15	93	40	25	17	45	21
ATG4B	141	430	312	250	66	184	207	23	183	124	166	111	249	290
ATG4B	141	430	312	250	66	184	207	23	183	124	166	111	249	290
DTYMK	53	243	104	93	26	5	2	0	0	2	1	1	0	0
DTYMK	53	243	104	93	26	5	2	0	0	2	1	1	0	0
DTYMK	53	243	104	93	26	5	2	0	0	2	1	1	0	0
DTYMK	53	243	104	93	26	5	2	0	0	2	1	1	0	0
DTYMK	53	243	104	93	26	5	2	0	0	2	1	1	0	0
DTYMK	53	243	104	93	26	5	2	0	0	2	1	1	0	0
DTYMK	53	243	104	93	26	5	2	0	0	2	1	1	0	0
DTYMK	53	243	104	93	26	5	2	0	0	2	1	1	0	0
ING5	125	420	236	200	51	96	69	11	30	23	34	23	40	22
D2HGDH	137	483	277	187	53	68	38	5	25	10	12	5	11	9
D2HGDH	137	483	277	187	53	68	38	5	25	10	12	5	11	9
D2HGDH	137	483	277	187	53	68	38	5	25	10	12	5	11	9
GAL3ST2	16	70	36	35	2	0	1	0	0	0	3	0	0	1
NEU4	0	3	1	1	2	0	5	0	6	0	0	0	0	1
NEU4	0	3	1	1	2	0	5	0	6	0	0	0	0	1
NEU4	0	2	1	1	2	0	5	0	0	0	0	0	0	1
NEU4	0	2	1	1	2	0	5	0	0	0	0	0	0	1
NEU4	0	2	1	1	2	0	5	0	0	0	0	0	0	1
PDCD1	12	22	23	17	0	2	6	0	4	1	0	0	0	1
RTP5	3	4	3	3	1	0	1	0	2	0	0	0	0	1
LINC01237	67	245	200	131	31	122	77	5	30	27	54	16	26	39
LOC285095	0	0	0	0	0	0	1	0	1	0	2	0	1	0
LOC285095	0	0	0	0	0	0	1	0	1	1	2	0	1	0
LOC285095	0	0	0	0	0	0	1	0	1	1	2	0	1	0
LOC102723927	0	7	3	1	0	2	0	0	0	0	8	1	1	2
LOC728323	82	259	177	141	58	48	49	3	31	9	21	13	23	18
LOC728323	82	259	177	141	58	48	49	3	31	9	21	13	23	18
LOC728323	82	259	177	141	58	48	49	3	31	9	21	13	23	18
LOC728323	82	259	177	141	58	48	49	3	31	9	21	13	23	18
DEFB125	0	0	0	0	0	0	0	0	0	0	1	2	0	0
DEFB126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DEFB129	0	1	1	0	0	0	0	0	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf96	8	79	15	14	4	1	1	0	0	0	2	1	3	0
C20orf96	8	79	15	14	4	1	1	0	0	0	2	1	3	0
ZCCHC3	94	231	145	109	41	44	73	8	60	18	27	30	35	28
NRSN2-AS1	26	127	30	27	6	8	3	0	3	2	4	2	2	7
SOX12	38	172	50	33	14	16	8	2	2	5	4	3	6	5
NRSN2	7	132	13	7	2	0	2	0	2	0	2	1	21	1
NRSN2	7	132	13	7	2	0	2	0	2	0	2	1	21	1
NRSN2	7	132	13	7	2	0	2	0	2	0	2	1	21	1
NRSN2	7	132	13	7	2	0	2	0	2	0	2	1	21	1
NRSN2	7	132	13	7	2	0	2	0	2	0	2	1	21	1
NRSN2	7	132	13	7	2	0	2	0	2	0	2	1	21	1
NRSN2	7	132	13	7	2	0	2	0	2	0	2	1	21	1
NRSN2	7	132	13	7	2	0	2	0	2	0	2	1	21	1
NRSN2	2	76	2	2	1	0	0	0	2	0	0	0	1	0
TRIB3	43	173	74	63	11	21	16	9	12	8	1	0	1	0
TRIB3	9	66	22	26	4	14	12	8	8	3	1	0	1	0
TRIB3	9	66	22	26	4	14	12	8	8	3	1	0	1	0
TRIB3	9	66	22	26	4	14	12	8	8	3	1	0	1	0
TRIB3	6	66	22	26	4	14	12	8	8	3	1	0	1	0
TRIB3	6	66	22	26	4	14	12	8	8	3	1	0	1	0
RBCK1	110	313	236	179	69	16	11	2	8	8	18	6	6	14
RBCK1	224	616	531	408	144	81	20	4	18	16	43	16	34	34
RBCK1	224	616	531	408	144	81	20	4	18	16	43	16	34	34
RBCK1	224	616	531	408	144	81	20	4	18	16	43	16	34	34
RBCK1	224	616	531	408	144	81	20	4	18	16	43	16	34	34
RBCK1	224	616	531	408	144	81	20	4	18	16	43	16	34	34
TBC1D20	183	550	370	305	70	55	51	5	108	21	46	18	37	38
TBC1D20	183	550	370	305	70	55	51	5	108	21	46	18	37	38
CSNK2A1	152	573	298	233	49	88	88	13	61	48	35	20	27	50
CSNK2A1	152	573	298	233	49	88	88	13	61	48	35	20	27	50
CSNK2A1	152	573	298	233	49	88	88	13	61	48	35	20	27	50
TCF15	1	35	1	1	0	0	0	0	0	0	0	1	0	0
SRXN1	89	266	245	166	35	31	92	12	42	37	15	7	7	6
SCRT2	5	0	3	1	0	0	0	0	0	0	0	0	0	0
SLC52A3	0	1	1	0	0	1	2	0	0	2	0	0	0	0
FAM110A	195	449	417	282	75	43	63	5	28	19	13	9	15	11
FAM110A	195	449	417	282	75	43	63	5	28	19	13	9	15	11
FAM110A	195	449	417	282	75	43	63	5	28	19	13	9	15	11
FAM110A	95	196	188	107	32	25	15	0	7	4	3	4	8	2
FAM110A	75	143	135	76	28	21	2	0	5	2	3	0	0	1
FAM110A	51	103	76	44	19	8	0	0	3	1	0	0	0	0
ANGPT4	3	7	1	5	4	0	0	0	0	0	0	1	0	0
ANGPT4	3	7	1	5	4	0	0	0	0	0	0	1	0	0
RSPO4	3	2	6	5	0	2	0	0	0	0	1	2	0	6
RSPO4	3	2	6	5	0	2	0	0	0	0	1	2	0	6
PSMF1	248	608	454	358	121	112	31	9	35	18	53	32	28	56
PSMF1	248	608	454	358	121	112	31	9	35	18	53	32	28	56
LOC105372493	119	347	164	146	39	2	0	0	4	4	0	0	0	0
PSMF1	248	608	454	358	121	112	31	9	35	18	53	32	28	56
PSMF1	248	608	454	358	121	112	31	9	35	18	53	32	28	56
PSMF1	248	608	454	358	121	112	31	9	35	18	53	32	28	56
PSMF1	248	608	454	358	121	112	31	9	35	18	53	32	28	56
TMEM74B	0	1	0	1	0	0	0	0	0	0	0	0	1	0
TMEM74B	0	1	0	1	0	0	0	0	0	0	0	0	1	0
TMEM74B	0	3	0	1	0	0	0	0	0	0	0	0	1	0
C20orf202	0	3	1	0	0	0	0	0	0	0	0	1	0	0
RAD21L1	12	48	6	8	3	5	2	0	0	0	6	3	0	1
SNPH	44	130	109	48	23	18	11	0	9	2	6	3	2	6
SNPH	44	130	109	48	23	18	11	0	9	2	6	3	2	6
SDCBP2	0	1	2	3	1	0	4	0	0	0	0	0	1	4
SDCBP2	25	42	34	25	15	18	42	4	20	37	3	3	9	7
SDCBP2	28	45	40	25	17	18	44	5	23	38	3	3	9	8
FKBP1A-SDCBP2	364	1075	886	716	190	123	87	15	70	62	59	29	71	34
SDCBP2-AS1	185	714	347	257	123	89	187	13	113	95	36	33	23	30
SDCBP2-AS1	185	714	347	257	123	89	187	13	113	95	36	33	23	30
SDCBP2-AS1	185	714	347	257	123	89	187	13	113	95	36	33	23	30
FKBP1A	237	731	539	426	124	69	27	6	24	13	16	12	28	11
FKBP1A	237	731	539	426	124	69	27	6	24	13	16	12	28	11
FKBP1A	226	690	495	384	120	59	27	6	23	13	14	10	28	9
MIR6869	20	83	43	36	10	8	1	1	1	4	0	0	0	0
NSFL1C	356	765	733	532	152	251	69	12	75	44	138	68	128	91
NSFL1C	356	765	733	532	152	251	69	12	75	44	138	68	128	91
NSFL1C	356	765	733	532	152	251	69	12	75	44	138	68	128	91
NSFL1C	356	765	733	532	152	251	69	12	75	44	138	68	128	91
SIRPB2	172	452	483	355	117	64	14	3	4	5	19	6	11	13
SIRPB2	172	452	483	355	117	64	14	3	4	5	19	6	11	13
SIRPD	109	272	260	224	63	25	4	1	1	8	28	15	36	30
SIRPB1	265	616	571	397	274	56	38	4	8	13	80	38	34	97
SIRPB1	265	616	571	397	274	56	38	4	8	13	80	38	34	97
SIRPB1	164	372	291	198	117	1	1	0	2	0	21	14	5	42
SIRPG	62	149	126	80	36	24	95	3	38	23	41	24	6	35
SIRPG	62	149	126	80	36	24	95	3	38	23	41	24	6	35
SIRPG	62	149	126	80	36	24	95	3	38	23	41	24	6	35
SIRPG-AS1	0	2	1	1	1	0	0	0	0	0	3	3	6	2
LOC100289473	29	102	51	46	2	1	0	0	0	0	4	1	6	1
SIRPA	551	1333	1432	1063	381	275	129	12	53	86	178	96	136	178
SIRPA	487	1188	1309	975	363	268	95	10	42	70	171	91	129	169
SIRPA	461	1134	1272	944	357	264	90	10	42	70	166	89	121	168
LOC727993	23	25	14	15	51	4	2	0	3	7	9	8	6	9
PDYN	0	1	2	0	0	0	0	0	0	0	0	0	0	0
PDYN	0	1	2	0	0	0	0	0	0	0	0	0	0	0
PDYN	0	1	2	0	0	0	0	0	0	0	0	0	0	0
PDYN	0	1	2	0	0	0	0	0	0	0	0	0	0	0
PDYN	0	1	2	0	0	0	0	0	0	0	0	0	0	0
STK35	228	605	457	326	151	121	192	22	132	85	83	52	97	91
LOC388780	3	6	2	0	5	0	0	0	0	0	0	0	0	0
TGM3	33	76	45	50	12	0	7	1	1	1	10	1	0	2
TGM6	2	0	1	2	2	0	3	0	0	0	0	3	0	3
TGM6	2	0	1	2	2	0	3	0	0	0	0	3	0	3
SNRPB	128	435	225	144	53	46	107	11	65	35	71	29	32	79
SNRPB	128	435	225	144	53	46	107	11	65	35	71	29	32	79
SNORD119	3	5	2	3	0	0	3	0	0	0	0	0	0	0
ZNF343	23	179	98	74	23	8	2	0	5	2	0	0	1	3
ZNF343	23	179	98	74	23	8	2	0	5	2	0	0	1	3
ZNF343	23	179	98	74	23	8	2	0	5	2	0	0	1	3
ZNF343	23	179	98	74	25	8	2	0	5	2	0	0	1	3
ZNF343	23	179	98	74	25	8	2	0	5	2	0	0	1	3
ZNF343	23	179	98	74	25	8	2	0	5	2	0	0	1	3
ZNF343	23	179	98	74	25	8	2	0	5	2	0	0	1	3
ZNF343	23	179	98	74	25	8	2	0	5	2	0	0	1	3
ZNF343	23	179	98	74	25	8	2	0	5	2	0	0	1	3
ZNF343	23	189	99	74	25	8	2	0	5	2	0	0	1	3
ZNF343	21	146	81	58	17	3	1	0	3	0	0	0	0	0
TMC2	3	5	4	4	0	0	0	0	0	0	2	1	0	0
NOP56	194	863	315	312	127	57	185	8	91	51	34	32	12	31
NOP56	194	863	315	312	127	57	185	8	91	51	34	32	12	31
MIR1292	49	210	88	97	19	15	36	2	22	14	11	5	2	5
SNORD110	2	60	1	0	4	1	6	0	0	1	0	2	1	7
SNORA51	1	24	5	0	2	0	10	0	5	2	2	15	2	1
SNORD86	2	9	0	0	0	0	0	0	0	0	0	0	1	0
SNORD56	4	40	11	7	15	0	0	0	0	0	0	0	1	2
SNORD57	2	53	7	4	11	0	0	0	0	0	3	3	1	2
IDH3B	82	185	138	84	31	19	21	1	14	9	7	8	13	12
IDH3B	82	185	138	84	31	19	21	1	14	9	7	8	13	12
IDH3B	82	185	138	84	31	19	21	1	14	9	7	8	13	12
IDH3B	81	181	133	83	31	19	17	1	13	8	7	7	13	12
EBF4	23	272	38	22	6	9	32	0	4	2	1	2	1	4
CPXM1	1	73	0	1	0	1	7	2	0	1	0	0	1	0
CPXM1	1	73	0	1	0	1	7	2	0	1	0	0	1	0
C20orf141	0	1	0	1	1	0	0	0	0	0	0	0	0	4
C20orf141	0	1	0	1	1	0	0	0	0	0	0	0	0	4
TMEM239	0	1	1	1	1	0	0	0	0	0	0	0	0	4
TMEM239	0	1	1	1	1	0	0	0	0	0	0	1	0	4
PCED1A	89	288	168	180	55	6	0	0	0	1	0	0	1	0
PCED1A	93	306	174	185	56	6	0	0	0	1	0	0	1	0
VPS16	165	510	349	332	92	46	23	5	20	12	14	4	12	9
VPS16	165	510	349	332	92	46	23	5	20	12	14	4	12	9
PTPRA	455	1316	995	784	285	318	169	23	182	86	143	118	225	164
PTPRA	406	1177	915	711	238	290	163	22	164	69	125	106	218	152
PTPRA	143	452	378	263	91	171	70	10	88	44	80	68	126	88
GNRH2	21	43	48	38	7	22	15	2	7	2	18	4	7	8
GNRH2	21	43	48	38	7	22	15	2	7	2	18	4	7	8
GNRH2	21	43	48	38	7	22	15	2	7	2	18	4	7	8
GNRH2	21	43	48	38	7	22	15	2	7	2	18	4	7	8
MRPS26	73	279	124	138	27	23	42	2	16	14	2	4	9	8
OXT	8	21	10	11	1	0	0	0	0	0	5	0	0	0
AVP	0	1	0	0	1	2	7	0	3	3	2	2	5	1
UBOX5-AS1	4	11	8	11	5	5	13	1	3	1	0	0	1	2
UBOX5	166	504	429	345	91	116	131	17	104	55	98	54	105	121
UBOX5	166	504	429	345	91	116	131	17	104	55	98	54	105	121
UBOX5	166	504	429	345	91	116	131	17	104	55	98	54	105	121
FASTKD5	116	319	241	215	54	63	109	12	90	42	73	42	79	107
LZTS3	9	95	31	19	3	22	56	4	27	16	23	11	28	18
DDRGK1	138	500	314	228	60	25	31	2	20	18	13	7	15	12
ITPA	56	191	129	78	25	19	2	2	0	4	6	4	2	2
ITPA	56	191	129	78	25	19	2	2	0	4	6	4	2	2
ITPA	56	191	129	78	25	19	2	2	0	4	6	4	2	2
ITPA	49	181	114	72	21	19	1	2	0	4	5	0	2	1
ITPA	49	181	114	72	21	19	1	2	0	4	5	0	2	1
ITPA	49	181	114	72	21	19	1	2	0	4	5	0	2	1
ITPA	49	181	114	72	21	19	1	2	0	4	5	0	2	1
ITPA	49	181	114	72	21	19	1	2	0	4	5	0	2	1
ITPA	49	181	114	72	21	19	1	2	0	4	5	0	2	1
ITPA	58	212	139	93	24	35	3	2	0	6	5	0	2	1
SLC4A11	0	23	0	0	1	0	3	0	1	0	1	2	0	1
SLC4A11	0	31	0	0	1	0	3	0	1	0	1	2	0	1
SLC4A11	1	75	1	0	2	0	3	0	1	0	1	2	0	1
SLC4A11	2	75	1	0	2	0	3	0	1	0	1	2	0	1
C20orf194	75	336	187	117	41	89	43	7	54	34	51	33	48	55
ATRN	84	364	240	201	69	66	10	4	27	13	37	16	26	29
ATRN	84	364	240	201	69	66	10	4	27	13	37	16	26	29
ATRN	90	392	261	210	71	71	10	4	29	14	55	21	32	40
ATRN	101	437	288	234	75	72	12	5	38	16	64	24	32	47
GFRA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFRA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	0	1	0	1	1	0	0	0	0	0	0	0	0	0
ADAM33	0	1	0	1	1	0	0	0	0	0	0	0	0	0
ADAM33	0	1	0	1	1	0	0	0	0	0	0	0	0	0
SIGLEC1	2	3	7	2	17	6	2	0	0	0	6	4	3	1
HSPA12B	2	11	3	2	0	0	0	0	1	1	0	1	0	0
HSPA12B	2	11	3	2	0	0	0	0	1	1	0	1	0	0
HSPA12B	2	11	3	2	0	0	0	0	1	1	0	1	0	0
C20orf27	51	226	103	70	18	17	14	3	5	4	7	1	1	3
C20orf27	51	226	103	70	18	17	14	3	5	4	7	1	1	3
C20orf27	51	226	103	70	18	17	14	3	5	4	7	1	1	3
C20orf27	51	230	103	70	18	22	18	3	5	4	11	2	2	4
SPEF1	4	24	19	12	4	6	2	0	0	0	0	1	7	1
CENPB	30	90	41	30	12	18	9	1	2	5	3	3	2	6
CDC25B	159	392	246	197	64	63	40	27	25	23	15	2	1	4
CDC25B	159	392	246	197	64	63	40	27	25	23	15	2	1	4
CDC25B	159	392	246	197	64	63	40	27	25	23	15	2	1	4
CDC25B	159	392	246	197	64	63	40	27	25	23	15	2	1	4
CDC25B	149	370	235	191	64	57	39	26	25	22	9	1	0	4
CDC25B	149	370	235	191	64	57	39	26	25	22	9	1	0	4
CDC25B	149	370	235	191	64	57	39	26	25	22	9	1	0	4
CDC25B	149	370	235	191	64	57	39	26	25	22	9	1	0	4
CDC25B	149	370	235	191	64	57	39	26	25	22	9	1	0	4
CDC25B	149	370	235	191	64	57	39	26	25	22	9	1	0	4
CDC25B	149	370	235	191	64	57	39	26	25	22	9	1	0	4
CDC25B	22	54	45	46	16	41	12	1	1	6	5	1	0	0
LOC101929125	35	90	63	55	14	13	17	3	3	3	10	4	2	7
AP5S1	141	407	231	213	83	15	40	3	19	18	5	4	2	12
AP5S1	141	407	231	213	83	15	40	3	19	18	5	4	2	12
AP5S1	141	407	231	213	83	15	40	3	19	18	5	4	2	12
MAVS	257	673	564	437	144	104	10	2	11	5	31	32	50	31
MAVS	257	673	564	437	144	104	10	2	11	5	31	32	50	31
MAVS	257	673	564	437	144	104	10	2	11	5	31	32	50	31
PANK2	496	1409	1070	785	291	222	153	14	175	90	190	111	226	180
PANK2	266	678	492	373	149	114	95	9	81	51	96	69	98	109
PANK2	496	1405	1069	783	291	222	153	14	175	90	190	111	226	180
PANK2	496	1405	1069	783	291	222	153	14	175	90	190	111	226	180
PANK2	496	1405	1069	783	291	222	153	14	175	90	190	111	226	180
PANK2	319	1003	775	557	204	193	118	10	140	81	154	90	210	139
PANK2	319	1003	775	557	204	193	118	10	140	81	154	90	210	139
MIR103A2	0	3	2	2	0	1	2	0	0	0	0	0	0	0
MIR103B2	1	3	1	1	0	0	1	0	0	0	0	0	0	0
RNF24	1142	3099	3030	2357	663	288	73	23	106	99	284	155	251	367
RNF24	1142	3099	3030	2357	663	288	73	23	106	99	284	155	251	367
RNF24	1142	3099	3030	2357	663	288	73	23	106	99	284	155	251	367
RNF24	1142	3099	3030	2357	663	288	73	23	106	99	284	155	251	367
SMOX	7	126	11	9	1	15	30	2	13	22	2	7	9	10
SMOX	7	126	11	9	1	15	30	2	13	22	2	7	9	10
SMOX	7	126	11	9	1	15	30	2	13	22	2	7	9	10
SMOX	7	126	11	9	1	15	30	2	13	22	2	7	9	10
SMOX	7	126	11	9	1	15	30	2	13	22	2	7	9	10
LINC01433	0	4	0	0	0	0	0	0	0	0	0	1	2	0
ADRA1D	1	1	2	1	1	0	5	0	0	0	1	1	6	2
PRNP	63	237	121	105	35	141	365	25	277	97	101	45	45	87
PRNP	63	237	121	105	35	141	365	25	277	97	101	45	45	87
PRNP	63	237	121	105	35	141	365	25	277	97	101	45	45	87
PRNP	63	237	121	105	35	141	365	25	277	97	101	45	45	87
PRNP	63	237	121	105	35	141	365	25	277	97	101	45	45	87
PRNP	51	202	102	82	32	128	292	21	225	87	89	38	45	82
PRND	0	2	0	2	0	1	1	0	2	0	1	1	0	0
PRNT	0	5	0	0	0	0	0	0	0	0	1	0	0	0
PRNT	0	5	0	0	0	0	0	0	0	0	1	0	0	0
PRNT	0	5	0	0	0	0	0	0	0	0	1	0	0	0
RASSF2	983	2438	2337	1860	602	301	176	20	106	77	213	134	214	303
RASSF2	1360	3288	3153	2494	772	349	255	25	140	118	277	201	316	448
SLC23A2	223	608	466	365	108	126	99	15	99	52	106	63	132	105
SLC23A2	224	608	468	368	108	127	104	15	102	59	107	66	138	105
TMEM230	91	302	199	164	35	36	73	5	46	15	31	21	29	11
TMEM230	91	302	199	164	35	36	73	5	46	15	31	21	29	11
TMEM230	91	302	199	164	35	36	73	5	46	15	31	21	29	11
TMEM230	91	302	199	164	35	36	73	5	46	15	31	21	29	11
PCNA	83	292	115	102	48	48	114	11	40	31	33	19	33	19
PCNA	99	382	146	125	54	61	192	15	61	44	40	21	34	21
PCNA-AS1	9	37	5	9	3	3	8	0	0	1	8	0	0	1
